tfmin	tfmax	astro	rank	surge	rh	crh	mtime
192.00	240.00	high	41	neg	2.17	43.61	2007-07-25 11:42:25
192.00	240.00	high	42	neg	4.10	47.71	2007-07-25 11:42:25
192.00	240.00	high	43	neg	2.65	50.36	2007-07-25 11:42:25
192.00	240.00	high	44	neg	4.34	54.70	2007-07-25 11:42:25
192.00	240.00	high	45	neg	4.34	59.04	2007-07-25 11:42:25
192.00	240.00	high	46	neg	5.54	64.58	2007-07-25 11:42:25
192.00	240.00	high	47	neg	6.02	70.60	2007-07-25 11:42:25
192.00	240.00	high	48	neg	5.78	76.39	2007-07-25 11:42:25
192.00	240.00	high	49	neg	4.82	81.20	2007-07-25 11:42:25
192.00	240.00	high	50	neg	5.30	86.51	2007-07-25 11:42:25
192.00	240.00	high	51	neg	5.78	92.29	2007-07-25 11:42:25
192.00	240.00	high	52	neg	4.82	97.11	2007-07-25 11:42:25
192.00	240.00	high	53	neg	2.89	100.00	2007-07-25 11:42:25
192.00	240.00	high	1	pos	0.00	0.00	2007-07-25 11:42:25
192.00	240.00	high	2	pos	0.17	0.17	2007-07-25 11:42:25
192.00	240.00	high	3	pos	0.00	0.17	2007-07-25 11:42:25
192.00	240.00	high	4	pos	0.17	0.34	2007-07-25 11:42:25
192.00	240.00	high	5	pos	0.17	0.52	2007-07-25 11:42:25
192.00	240.00	high	6	pos	0.00	0.52	2007-07-25 11:42:25
192.00	240.00	high	7	pos	0.17	0.69	2007-07-25 11:42:25
192.00	240.00	high	8	pos	0.52	1.20	2007-07-25 11:42:25
192.00	240.00	high	9	pos	0.00	1.20	2007-07-25 11:42:25
192.00	240.00	high	10	pos	0.69	1.89	2007-07-25 11:42:25
192.00	240.00	high	11	pos	0.34	2.24	2007-07-25 11:42:25
192.00	240.00	high	12	pos	0.69	2.93	2007-07-25 11:42:25
192.00	240.00	high	13	pos	0.86	3.79	2007-07-25 11:42:25
192.00	240.00	high	14	pos	0.17	3.96	2007-07-25 11:42:25
192.00	240.00	high	15	pos	0.17	4.13	2007-07-25 11:42:25
192.00	240.00	high	16	pos	1.38	5.51	2007-07-25 11:42:25
192.00	240.00	high	17	pos	1.20	6.71	2007-07-25 11:42:25
192.00	240.00	high	18	pos	0.34	7.06	2007-07-25 11:42:25
192.00	240.00	high	19	pos	1.38	8.43	2007-07-25 11:42:25
192.00	240.00	high	20	pos	1.38	9.81	2007-07-25 11:42:25
192.00	240.00	high	21	pos	0.69	10.50	2007-07-25 11:42:25
192.00	240.00	high	22	pos	1.72	12.22	2007-07-25 11:42:25
192.00	240.00	high	23	pos	1.89	14.11	2007-07-25 11:42:25
192.00	240.00	high	24	pos	1.72	15.83	2007-07-25 11:42:25
192.00	240.00	high	25	pos	2.24	18.07	2007-07-25 11:42:25
192.00	240.00	high	26	pos	1.03	19.10	2007-07-25 11:42:25
192.00	240.00	high	27	pos	2.93	22.03	2007-07-25 11:42:25
192.00	240.00	high	28	pos	1.89	23.92	2007-07-25 11:42:25
192.00	240.00	high	29	pos	2.07	25.99	2007-07-25 11:42:25
192.00	240.00	high	30	pos	2.07	28.06	2007-07-25 11:42:25
192.00	240.00	high	31	pos	1.72	29.78	2007-07-25 11:42:25
192.00	240.00	high	32	pos	2.07	31.84	2007-07-25 11:42:25
192.00	240.00	high	33	pos	1.55	33.39	2007-07-25 11:42:25
192.00	240.00	high	34	pos	2.24	35.63	2007-07-25 11:42:25
192.00	240.00	high	35	pos	3.44	39.07	2007-07-25 11:42:25
192.00	240.00	high	36	pos	2.07	41.14	2007-07-25 11:42:25
192.00	240.00	high	37	pos	3.61	44.75	2007-07-25 11:42:25
192.00	240.00	high	38	pos	3.96	48.71	2007-07-25 11:42:25
192.00	240.00	high	39	pos	2.58	51.29	2007-07-25 11:42:25
192.00	240.00	high	40	pos	2.41	53.70	2007-07-25 11:42:25
192.00	240.00	high	41	pos	4.48	58.18	2007-07-25 11:42:25
192.00	240.00	high	42	pos	4.13	62.31	2007-07-25 11:42:25
192.00	240.00	high	43	pos	5.16	67.47	2007-07-25 11:42:25
192.00	240.00	high	44	pos	3.79	71.26	2007-07-25 11:42:25
192.00	240.00	high	45	pos	2.24	73.49	2007-07-25 11:42:25
192.00	240.00	high	46	pos	1.55	75.04	2007-07-25 11:42:25
192.00	240.00	high	47	pos	2.58	77.62	2007-07-25 11:42:25
192.00	240.00	high	48	pos	2.93	80.55	2007-07-25 11:42:25
192.00	240.00	high	49	pos	4.65	85.20	2007-07-25 11:42:25
192.00	240.00	high	50	pos	4.82	90.02	2007-07-25 11:42:25
192.00	240.00	high	51	pos	4.30	94.32	2007-07-25 11:42:25
192.00	240.00	high	52	pos	3.79	98.11	2007-07-25 11:42:25
192.00	240.00	high	53	pos	1.89	100.00	2007-07-25 11:42:25
