tfmin	tfmax	astro	rank	surge	rh	crh	mtime
0.00	48.00	low	1	neg	3.30	3.30	2007-07-25 11:42:22
0.00	48.00	low	2	neg	1.10	4.40	2007-07-25 11:42:22
0.00	48.00	low	3	neg	0.66	5.05	2007-07-25 11:42:22
0.00	48.00	low	4	neg	1.32	6.37	2007-07-25 11:42:22
0.00	48.00	low	5	neg	1.32	7.69	2007-07-25 11:42:22
0.00	48.00	low	6	neg	0.88	8.57	2007-07-25 11:42:22
0.00	48.00	low	7	neg	0.66	9.23	2007-07-25 11:42:22
0.00	48.00	low	8	neg	0.44	9.67	2007-07-25 11:42:22
0.00	48.00	low	9	neg	0.00	9.67	2007-07-25 11:42:22
0.00	48.00	low	10	neg	0.66	10.33	2007-07-25 11:42:22
0.00	48.00	low	11	neg	0.44	10.77	2007-07-25 11:42:22
0.00	48.00	low	12	neg	0.00	10.77	2007-07-25 11:42:22
0.00	48.00	low	13	neg	0.44	11.21	2007-07-25 11:42:22
0.00	48.00	low	14	neg	0.66	11.87	2007-07-25 11:42:22
0.00	48.00	low	15	neg	0.44	12.31	2007-07-25 11:42:22
0.00	48.00	low	16	neg	0.44	12.75	2007-07-25 11:42:22
0.00	48.00	low	17	neg	0.44	13.19	2007-07-25 11:42:22
0.00	48.00	low	18	neg	0.22	13.41	2007-07-25 11:42:22
0.00	48.00	low	19	neg	0.22	13.63	2007-07-25 11:42:22
0.00	48.00	low	20	neg	1.32	14.95	2007-07-25 11:42:22
0.00	48.00	low	21	neg	0.22	15.16	2007-07-25 11:42:22
0.00	48.00	low	22	neg	0.00	15.16	2007-07-25 11:42:22
0.00	48.00	low	23	neg	0.22	15.38	2007-07-25 11:42:22
0.00	48.00	low	24	neg	0.44	15.82	2007-07-25 11:42:22
0.00	48.00	low	25	neg	0.22	16.04	2007-07-25 11:42:22
0.00	48.00	low	26	neg	0.88	16.92	2007-07-25 11:42:22
0.00	48.00	low	27	neg	0.22	17.14	2007-07-25 11:42:22
0.00	48.00	low	28	neg	0.00	17.14	2007-07-25 11:42:22
0.00	48.00	low	29	neg	0.00	17.14	2007-07-25 11:42:22
0.00	48.00	low	30	neg	0.44	17.58	2007-07-25 11:42:22
0.00	48.00	low	31	neg	0.00	17.58	2007-07-25 11:42:22
0.00	48.00	low	32	neg	1.10	18.68	2007-07-25 11:42:22
0.00	48.00	low	33	neg	0.22	18.90	2007-07-25 11:42:22
0.00	48.00	low	34	neg	0.00	18.90	2007-07-25 11:42:22
0.00	48.00	low	35	neg	0.88	19.78	2007-07-25 11:42:22
0.00	48.00	low	36	neg	0.88	20.66	2007-07-25 11:42:22
0.00	48.00	low	37	neg	0.22	20.88	2007-07-25 11:42:22
0.00	48.00	low	38	neg	0.44	21.32	2007-07-25 11:42:22
0.00	48.00	low	39	neg	0.88	22.20	2007-07-25 11:42:22
0.00	48.00	low	40	neg	0.44	22.64	2007-07-25 11:42:22
0.00	48.00	low	41	neg	0.44	23.08	2007-07-25 11:42:22
0.00	48.00	low	42	neg	0.66	23.74	2007-07-25 11:42:22
0.00	48.00	low	43	neg	0.44	24.18	2007-07-25 11:42:22
0.00	48.00	low	44	neg	0.44	24.62	2007-07-25 11:42:22
0.00	48.00	low	45	neg	0.00	24.62	2007-07-25 11:42:22
0.00	48.00	low	46	neg	1.32	25.93	2007-07-25 11:42:22
0.00	48.00	low	47	neg	0.00	25.93	2007-07-25 11:42:22
0.00	48.00	low	48	neg	1.54	27.47	2007-07-25 11:42:22
0.00	48.00	low	49	neg	0.88	28.35	2007-07-25 11:42:22
0.00	48.00	low	50	neg	2.64	30.99	2007-07-25 11:42:22
0.00	48.00	low	51	neg	2.86	33.85	2007-07-25 11:42:22
0.00	48.00	low	52	neg	4.40	38.24	2007-07-25 11:42:22
0.00	48.00	low	53	neg	61.76	100.00	2007-07-25 11:42:22
0.00	48.00	low	1	pos	44.44	44.44	2007-07-25 11:42:22
0.00	48.00	low	2	pos	5.83	50.27	2007-07-25 11:42:22
0.00	48.00	low	3	pos	2.91	53.19	2007-07-25 11:42:22
0.00	48.00	low	4	pos	1.82	55.01	2007-07-25 11:42:22
0.00	48.00	low	5	pos	2.55	57.56	2007-07-25 11:42:22
0.00	48.00	low	6	pos	1.64	59.20	2007-07-25 11:42:22
0.00	48.00	low	7	pos	1.09	60.29	2007-07-25 11:42:22
0.00	48.00	low	8	pos	0.91	61.20	2007-07-25 11:42:22
0.00	48.00	low	9	pos	1.46	62.66	2007-07-25 11:42:22
0.00	48.00	low	10	pos	1.82	64.48	2007-07-25 11:42:22
0.00	48.00	low	11	pos	1.82	66.30	2007-07-25 11:42:22
0.00	48.00	low	12	pos	1.09	67.40	2007-07-25 11:42:22
0.00	48.00	low	13	pos	0.73	68.12	2007-07-25 11:42:22
0.00	48.00	low	14	pos	0.73	68.85	2007-07-25 11:42:22
0.00	48.00	low	15	pos	0.91	69.76	2007-07-25 11:42:22
0.00	48.00	low	16	pos	0.73	70.49	2007-07-25 11:42:22
0.00	48.00	low	17	pos	1.09	71.58	2007-07-25 11:42:22
0.00	48.00	low	18	pos	0.91	72.50	2007-07-25 11:42:22
0.00	48.00	low	19	pos	0.18	72.68	2007-07-25 11:42:22
0.00	48.00	low	20	pos	1.09	73.77	2007-07-25 11:42:22
0.00	48.00	low	21	pos	0.36	74.13	2007-07-25 11:42:22
0.00	48.00	low	22	pos	0.73	74.86	2007-07-25 11:42:22
0.00	48.00	low	23	pos	0.91	75.77	2007-07-25 11:42:22
0.00	48.00	low	24	pos	0.73	76.50	2007-07-25 11:42:22
0.00	48.00	low	25	pos	0.55	77.05	2007-07-25 11:42:22
0.00	48.00	low	26	pos	1.46	78.51	2007-07-25 11:42:22
0.00	48.00	low	27	pos	0.36	78.87	2007-07-25 11:42:22
0.00	48.00	low	28	pos	0.91	79.78	2007-07-25 11:42:22
0.00	48.00	low	29	pos	0.91	80.69	2007-07-25 11:42:22
0.00	48.00	low	30	pos	0.91	81.60	2007-07-25 11:42:22
0.00	48.00	low	31	pos	0.55	82.15	2007-07-25 11:42:22
0.00	48.00	low	32	pos	0.55	82.70	2007-07-25 11:42:22
0.00	48.00	low	33	pos	1.09	83.79	2007-07-25 11:42:22
0.00	48.00	low	34	pos	0.55	84.34	2007-07-25 11:42:22
0.00	48.00	low	35	pos	0.36	84.70	2007-07-25 11:42:22
0.00	48.00	low	36	pos	0.18	84.88	2007-07-25 11:42:22
0.00	48.00	low	37	pos	0.18	85.06	2007-07-25 11:42:22
0.00	48.00	low	38	pos	0.91	85.97	2007-07-25 11:42:22
0.00	48.00	low	39	pos	0.18	86.16	2007-07-25 11:42:22
0.00	48.00	low	40	pos	0.36	86.52	2007-07-25 11:42:22
0.00	48.00	low	41	pos	0.36	86.89	2007-07-25 11:42:22
0.00	48.00	low	42	pos	0.36	87.25	2007-07-25 11:42:22
0.00	48.00	low	43	pos	0.00	87.25	2007-07-25 11:42:22
0.00	48.00	low	44	pos	0.36	87.61	2007-07-25 11:42:22
0.00	48.00	low	45	pos	0.55	88.16	2007-07-25 11:42:22
0.00	48.00	low	46	pos	0.36	88.52	2007-07-25 11:42:22
0.00	48.00	low	47	pos	0.91	89.44	2007-07-25 11:42:22
0.00	48.00	low	48	pos	1.28	90.71	2007-07-25 11:42:22
0.00	48.00	low	49	pos	0.55	91.26	2007-07-25 11:42:22
0.00	48.00	low	50	pos	0.73	91.99	2007-07-25 11:42:22
0.00	48.00	low	51	pos	0.55	92.53	2007-07-25 11:42:22
0.00	48.00	low	52	pos	1.46	93.99	2007-07-25 11:42:22
0.00	48.00	low	53	pos	6.01	100.00	2007-07-25 11:42:22
0.00	48.00	high	1	neg	17.52	17.52	2007-07-25 11:42:22
0.00	48.00	high	2	neg	2.70	20.22	2007-07-25 11:42:22
0.00	48.00	high	3	neg	1.08	21.29	2007-07-25 11:42:22
0.00	48.00	high	4	neg	0.27	21.56	2007-07-25 11:42:22
0.00	48.00	high	5	neg	1.35	22.91	2007-07-25 11:42:22
0.00	48.00	high	6	neg	1.35	24.26	2007-07-25 11:42:22
0.00	48.00	high	7	neg	0.54	24.80	2007-07-25 11:42:22
0.00	48.00	high	8	neg	0.81	25.61	2007-07-25 11:42:22
0.00	48.00	high	9	neg	0.81	26.42	2007-07-25 11:42:22
0.00	48.00	high	10	neg	0.00	26.42	2007-07-25 11:42:22
0.00	48.00	high	11	neg	0.00	26.42	2007-07-25 11:42:22
0.00	48.00	high	12	neg	1.89	28.30	2007-07-25 11:42:22
0.00	48.00	high	13	neg	0.81	29.11	2007-07-25 11:42:22
0.00	48.00	high	14	neg	0.00	29.11	2007-07-25 11:42:22
0.00	48.00	high	15	neg	0.27	29.38	2007-07-25 11:42:22
0.00	48.00	high	16	neg	1.08	30.46	2007-07-25 11:42:22
0.00	48.00	high	17	neg	0.27	30.73	2007-07-25 11:42:22
0.00	48.00	high	18	neg	1.08	31.81	2007-07-25 11:42:22
0.00	48.00	high	19	neg	1.35	33.15	2007-07-25 11:42:22
0.00	48.00	high	20	neg	0.00	33.15	2007-07-25 11:42:22
0.00	48.00	high	21	neg	1.08	34.23	2007-07-25 11:42:22
0.00	48.00	high	22	neg	0.27	34.50	2007-07-25 11:42:22
0.00	48.00	high	23	neg	0.27	34.77	2007-07-25 11:42:22
0.00	48.00	high	24	neg	0.27	35.04	2007-07-25 11:42:22
0.00	48.00	high	25	neg	0.27	35.31	2007-07-25 11:42:22
0.00	48.00	high	26	neg	0.27	35.58	2007-07-25 11:42:22
0.00	48.00	high	27	neg	0.27	35.85	2007-07-25 11:42:22
0.00	48.00	high	28	neg	0.27	36.12	2007-07-25 11:42:22
0.00	48.00	high	29	neg	0.81	36.93	2007-07-25 11:42:22
0.00	48.00	high	30	neg	0.81	37.74	2007-07-25 11:42:22
0.00	48.00	high	31	neg	0.27	38.01	2007-07-25 11:42:22
0.00	48.00	high	32	neg	0.54	38.54	2007-07-25 11:42:22
0.00	48.00	high	33	neg	0.81	39.35	2007-07-25 11:42:22
0.00	48.00	high	34	neg	1.08	40.43	2007-07-25 11:42:22
0.00	48.00	high	35	neg	1.08	41.51	2007-07-25 11:42:22
0.00	48.00	high	36	neg	0.27	41.78	2007-07-25 11:42:22
0.00	48.00	high	37	neg	1.08	42.86	2007-07-25 11:42:22
0.00	48.00	high	38	neg	0.27	43.13	2007-07-25 11:42:22
0.00	48.00	high	39	neg	1.35	44.47	2007-07-25 11:42:22
0.00	48.00	high	40	neg	0.81	45.28	2007-07-25 11:42:22
0.00	48.00	high	41	neg	1.08	46.36	2007-07-25 11:42:22
0.00	48.00	high	42	neg	1.08	47.44	2007-07-25 11:42:22
0.00	48.00	high	43	neg	2.16	49.60	2007-07-25 11:42:22
0.00	48.00	high	44	neg	2.43	52.02	2007-07-25 11:42:22
0.00	48.00	high	45	neg	1.89	53.91	2007-07-25 11:42:22
0.00	48.00	high	46	neg	1.89	55.80	2007-07-25 11:42:22
0.00	48.00	high	47	neg	1.08	56.87	2007-07-25 11:42:22
0.00	48.00	high	48	neg	2.16	59.03	2007-07-25 11:42:22
0.00	48.00	high	49	neg	1.62	60.65	2007-07-25 11:42:22
0.00	48.00	high	50	neg	2.16	62.80	2007-07-25 11:42:22
0.00	48.00	high	51	neg	2.70	65.50	2007-07-25 11:42:22
0.00	48.00	high	52	neg	3.23	68.73	2007-07-25 11:42:22
0.00	48.00	high	53	neg	31.27	100.00	2007-07-25 11:42:22
0.00	48.00	high	1	pos	9.83	9.83	2007-07-25 11:42:23
0.00	48.00	high	2	pos	1.50	11.33	2007-07-25 11:42:23
0.00	48.00	high	3	pos	1.33	12.67	2007-07-25 11:42:23
0.00	48.00	high	4	pos	0.50	13.17	2007-07-25 11:42:23
0.00	48.00	high	5	pos	1.83	15.00	2007-07-25 11:42:23
0.00	48.00	high	6	pos	0.83	15.83	2007-07-25 11:42:23
0.00	48.00	high	7	pos	0.83	16.67	2007-07-25 11:42:23
0.00	48.00	high	8	pos	2.00	18.67	2007-07-25 11:42:23
0.00	48.00	high	9	pos	1.17	19.83	2007-07-25 11:42:23
0.00	48.00	high	10	pos	1.00	20.83	2007-07-25 11:42:23
0.00	48.00	high	11	pos	1.33	22.17	2007-07-25 11:42:23
0.00	48.00	high	12	pos	0.33	22.50	2007-07-25 11:42:23
0.00	48.00	high	13	pos	0.67	23.17	2007-07-25 11:42:23
0.00	48.00	high	14	pos	0.67	23.83	2007-07-25 11:42:23
0.00	48.00	high	15	pos	0.33	24.17	2007-07-25 11:42:23
0.00	48.00	high	16	pos	1.50	25.67	2007-07-25 11:42:23
0.00	48.00	high	17	pos	1.67	27.33	2007-07-25 11:42:23
0.00	48.00	high	18	pos	0.67	28.00	2007-07-25 11:42:23
0.00	48.00	high	19	pos	0.83	28.83	2007-07-25 11:42:23
0.00	48.00	high	20	pos	0.83	29.67	2007-07-25 11:42:23
0.00	48.00	high	21	pos	0.83	30.50	2007-07-25 11:42:23
0.00	48.00	high	22	pos	0.00	30.50	2007-07-25 11:42:23
0.00	48.00	high	23	pos	0.67	31.17	2007-07-25 11:42:23
0.00	48.00	high	24	pos	0.50	31.67	2007-07-25 11:42:23
0.00	48.00	high	25	pos	1.17	32.83	2007-07-25 11:42:23
0.00	48.00	high	26	pos	0.67	33.50	2007-07-25 11:42:23
0.00	48.00	high	27	pos	0.83	34.33	2007-07-25 11:42:23
0.00	48.00	high	28	pos	0.50	34.83	2007-07-25 11:42:23
0.00	48.00	high	29	pos	0.33	35.17	2007-07-25 11:42:23
0.00	48.00	high	30	pos	1.33	36.50	2007-07-25 11:42:23
0.00	48.00	high	31	pos	0.67	37.17	2007-07-25 11:42:23
0.00	48.00	high	32	pos	0.67	37.83	2007-07-25 11:42:23
0.00	48.00	high	33	pos	1.33	39.17	2007-07-25 11:42:23
0.00	48.00	high	34	pos	1.83	41.00	2007-07-25 11:42:23
0.00	48.00	high	35	pos	1.00	42.00	2007-07-25 11:42:23
0.00	48.00	high	36	pos	0.83	42.83	2007-07-25 11:42:23
0.00	48.00	high	37	pos	1.00	43.83	2007-07-25 11:42:23
0.00	48.00	high	38	pos	1.17	45.00	2007-07-25 11:42:23
0.00	48.00	high	39	pos	0.67	45.67	2007-07-25 11:42:23
0.00	48.00	high	40	pos	0.67	46.33	2007-07-25 11:42:23
0.00	48.00	high	41	pos	1.67	48.00	2007-07-25 11:42:23
0.00	48.00	high	42	pos	0.83	48.83	2007-07-25 11:42:23
0.00	48.00	high	43	pos	0.50	49.33	2007-07-25 11:42:23
0.00	48.00	high	44	pos	1.67	51.00	2007-07-25 11:42:23
0.00	48.00	high	45	pos	0.83	51.83	2007-07-25 11:42:23
0.00	48.00	high	46	pos	2.00	53.83	2007-07-25 11:42:23
0.00	48.00	high	47	pos	2.67	56.50	2007-07-25 11:42:23
0.00	48.00	high	48	pos	0.83	57.33	2007-07-25 11:42:23
0.00	48.00	high	49	pos	2.33	59.67	2007-07-25 11:42:23
0.00	48.00	high	50	pos	2.17	61.83	2007-07-25 11:42:23
0.00	48.00	high	51	pos	3.50	65.33	2007-07-25 11:42:23
0.00	48.00	high	52	pos	6.33	71.67	2007-07-25 11:42:23
0.00	48.00	high	53	pos	28.33	100.00	2007-07-25 11:42:23
48.00	84.00	low	1	neg	1.93	1.93	2007-07-25 11:42:23
48.00	84.00	low	2	neg	0.00	1.93	2007-07-25 11:42:23
48.00	84.00	low	3	neg	0.00	1.93	2007-07-25 11:42:23
48.00	84.00	low	4	neg	0.83	2.76	2007-07-25 11:42:23
48.00	84.00	low	5	neg	0.00	2.76	2007-07-25 11:42:23
48.00	84.00	low	6	neg	0.28	3.04	2007-07-25 11:42:23
48.00	84.00	low	7	neg	0.28	3.31	2007-07-25 11:42:23
48.00	84.00	low	8	neg	0.00	3.31	2007-07-25 11:42:23
48.00	84.00	low	9	neg	0.83	4.14	2007-07-25 11:42:23
48.00	84.00	low	10	neg	0.00	4.14	2007-07-25 11:42:23
48.00	84.00	low	11	neg	0.28	4.42	2007-07-25 11:42:23
48.00	84.00	low	12	neg	0.55	4.97	2007-07-25 11:42:23
48.00	84.00	low	13	neg	0.28	5.25	2007-07-25 11:42:23
48.00	84.00	low	14	neg	0.00	5.25	2007-07-25 11:42:23
48.00	84.00	low	15	neg	0.55	5.80	2007-07-25 11:42:23
48.00	84.00	low	16	neg	0.28	6.08	2007-07-25 11:42:23
48.00	84.00	low	17	neg	0.00	6.08	2007-07-25 11:42:23
48.00	84.00	low	18	neg	0.00	6.08	2007-07-25 11:42:23
48.00	84.00	low	19	neg	0.00	6.08	2007-07-25 11:42:23
48.00	84.00	low	20	neg	0.28	6.35	2007-07-25 11:42:23
48.00	84.00	low	21	neg	0.55	6.91	2007-07-25 11:42:23
48.00	84.00	low	22	neg	0.55	7.46	2007-07-25 11:42:23
48.00	84.00	low	23	neg	0.28	7.73	2007-07-25 11:42:23
48.00	84.00	low	24	neg	0.28	8.01	2007-07-25 11:42:23
48.00	84.00	low	25	neg	1.38	9.39	2007-07-25 11:42:23
48.00	84.00	low	26	neg	1.10	10.50	2007-07-25 11:42:23
48.00	84.00	low	27	neg	0.28	10.77	2007-07-25 11:42:23
48.00	84.00	low	28	neg	0.83	11.60	2007-07-25 11:42:23
48.00	84.00	low	29	neg	1.10	12.71	2007-07-25 11:42:23
48.00	84.00	low	30	neg	1.38	14.09	2007-07-25 11:42:23
48.00	84.00	low	31	neg	0.55	14.64	2007-07-25 11:42:23
48.00	84.00	low	32	neg	0.83	15.47	2007-07-25 11:42:23
48.00	84.00	low	33	neg	0.55	16.02	2007-07-25 11:42:23
48.00	84.00	low	34	neg	0.83	16.85	2007-07-25 11:42:23
48.00	84.00	low	35	neg	0.28	17.13	2007-07-25 11:42:23
48.00	84.00	low	36	neg	1.10	18.23	2007-07-25 11:42:23
48.00	84.00	low	37	neg	0.55	18.78	2007-07-25 11:42:23
48.00	84.00	low	38	neg	1.66	20.44	2007-07-25 11:42:23
48.00	84.00	low	39	neg	2.49	22.93	2007-07-25 11:42:23
48.00	84.00	low	40	neg	1.38	24.31	2007-07-25 11:42:23
48.00	84.00	low	41	neg	2.21	26.52	2007-07-25 11:42:23
48.00	84.00	low	42	neg	3.04	29.56	2007-07-25 11:42:23
48.00	84.00	low	43	neg	1.38	30.94	2007-07-25 11:42:23
48.00	84.00	low	44	neg	2.21	33.15	2007-07-25 11:42:23
48.00	84.00	low	45	neg	3.04	36.19	2007-07-25 11:42:23
48.00	84.00	low	46	neg	1.93	38.12	2007-07-25 11:42:23
48.00	84.00	low	47	neg	2.21	40.33	2007-07-25 11:42:23
48.00	84.00	low	48	neg	3.31	43.65	2007-07-25 11:42:23
48.00	84.00	low	49	neg	2.49	46.13	2007-07-25 11:42:23
48.00	84.00	low	50	neg	3.87	50.00	2007-07-25 11:42:23
48.00	84.00	low	51	neg	5.25	55.25	2007-07-25 11:42:23
48.00	84.00	low	52	neg	7.18	62.43	2007-07-25 11:42:23
48.00	84.00	low	53	neg	37.57	100.00	2007-07-25 11:42:23
48.00	84.00	low	1	pos	12.24	12.24	2007-07-25 11:42:23
48.00	84.00	low	2	pos	4.47	16.71	2007-07-25 11:42:23
48.00	84.00	low	3	pos	4.47	21.18	2007-07-25 11:42:23
48.00	84.00	low	4	pos	2.59	23.76	2007-07-25 11:42:23
48.00	84.00	low	5	pos	2.59	26.35	2007-07-25 11:42:23
48.00	84.00	low	6	pos	2.35	28.71	2007-07-25 11:42:23
48.00	84.00	low	7	pos	2.82	31.53	2007-07-25 11:42:23
48.00	84.00	low	8	pos	4.71	36.24	2007-07-25 11:42:23
48.00	84.00	low	9	pos	2.35	38.59	2007-07-25 11:42:23
48.00	84.00	low	10	pos	0.94	39.53	2007-07-25 11:42:23
48.00	84.00	low	11	pos	2.59	42.12	2007-07-25 11:42:23
48.00	84.00	low	12	pos	1.41	43.53	2007-07-25 11:42:23
48.00	84.00	low	13	pos	2.35	45.88	2007-07-25 11:42:23
48.00	84.00	low	14	pos	2.12	48.00	2007-07-25 11:42:23
48.00	84.00	low	15	pos	2.59	50.59	2007-07-25 11:42:23
48.00	84.00	low	16	pos	1.41	52.00	2007-07-25 11:42:23
48.00	84.00	low	17	pos	3.06	55.06	2007-07-25 11:42:23
48.00	84.00	low	18	pos	2.35	57.41	2007-07-25 11:42:23
48.00	84.00	low	19	pos	1.18	58.59	2007-07-25 11:42:23
48.00	84.00	low	20	pos	1.41	60.00	2007-07-25 11:42:23
48.00	84.00	low	21	pos	2.59	62.59	2007-07-25 11:42:23
48.00	84.00	low	22	pos	1.41	64.00	2007-07-25 11:42:23
48.00	84.00	low	23	pos	1.88	65.88	2007-07-25 11:42:23
48.00	84.00	low	24	pos	0.94	66.82	2007-07-25 11:42:23
48.00	84.00	low	25	pos	1.18	68.00	2007-07-25 11:42:23
48.00	84.00	low	26	pos	0.71	68.71	2007-07-25 11:42:23
48.00	84.00	low	27	pos	0.47	69.18	2007-07-25 11:42:23
48.00	84.00	low	28	pos	1.41	70.59	2007-07-25 11:42:23
48.00	84.00	low	29	pos	1.88	72.47	2007-07-25 11:42:23
48.00	84.00	low	30	pos	1.18	73.65	2007-07-25 11:42:23
48.00	84.00	low	31	pos	1.18	74.82	2007-07-25 11:42:23
48.00	84.00	low	32	pos	1.18	76.00	2007-07-25 11:42:23
48.00	84.00	low	33	pos	0.71	76.71	2007-07-25 11:42:23
48.00	84.00	low	34	pos	1.88	78.59	2007-07-25 11:42:23
48.00	84.00	low	35	pos	1.41	80.00	2007-07-25 11:42:23
48.00	84.00	low	36	pos	1.18	81.18	2007-07-25 11:42:23
48.00	84.00	low	37	pos	0.24	81.41	2007-07-25 11:42:23
48.00	84.00	low	38	pos	0.94	82.35	2007-07-25 11:42:23
48.00	84.00	low	39	pos	0.94	83.29	2007-07-25 11:42:23
48.00	84.00	low	40	pos	1.18	84.47	2007-07-25 11:42:23
48.00	84.00	low	41	pos	1.18	85.65	2007-07-25 11:42:23
48.00	84.00	low	42	pos	0.47	86.12	2007-07-25 11:42:23
48.00	84.00	low	43	pos	1.41	87.53	2007-07-25 11:42:23
48.00	84.00	low	44	pos	1.18	88.71	2007-07-25 11:42:23
48.00	84.00	low	45	pos	1.65	90.35	2007-07-25 11:42:23
48.00	84.00	low	46	pos	0.94	91.29	2007-07-25 11:42:23
48.00	84.00	low	47	pos	1.18	92.47	2007-07-25 11:42:23
48.00	84.00	low	48	pos	2.12	94.59	2007-07-25 11:42:23
48.00	84.00	low	49	pos	0.47	95.06	2007-07-25 11:42:23
48.00	84.00	low	50	pos	0.71	95.76	2007-07-25 11:42:23
48.00	84.00	low	51	pos	1.88	97.65	2007-07-25 11:42:23
48.00	84.00	low	52	pos	1.18	98.82	2007-07-25 11:42:23
48.00	84.00	low	53	pos	1.18	100.00	2007-07-25 11:42:23
48.00	84.00	high	1	neg	4.71	4.71	2007-07-25 11:42:23
48.00	84.00	high	2	neg	1.68	6.40	2007-07-25 11:42:23
48.00	84.00	high	3	neg	1.68	8.08	2007-07-25 11:42:23
48.00	84.00	high	4	neg	0.34	8.42	2007-07-25 11:42:23
48.00	84.00	high	5	neg	0.67	9.09	2007-07-25 11:42:23
48.00	84.00	high	6	neg	1.35	10.44	2007-07-25 11:42:23
48.00	84.00	high	7	neg	1.35	11.78	2007-07-25 11:42:23
48.00	84.00	high	8	neg	0.34	12.12	2007-07-25 11:42:23
48.00	84.00	high	9	neg	1.35	13.47	2007-07-25 11:42:23
48.00	84.00	high	10	neg	0.34	13.80	2007-07-25 11:42:23
48.00	84.00	high	11	neg	1.01	14.81	2007-07-25 11:42:23
48.00	84.00	high	12	neg	1.01	15.82	2007-07-25 11:42:23
48.00	84.00	high	13	neg	1.35	17.17	2007-07-25 11:42:23
48.00	84.00	high	14	neg	2.69	19.87	2007-07-25 11:42:23
48.00	84.00	high	15	neg	1.01	20.88	2007-07-25 11:42:23
48.00	84.00	high	16	neg	1.01	21.89	2007-07-25 11:42:23
48.00	84.00	high	17	neg	0.34	22.22	2007-07-25 11:42:23
48.00	84.00	high	18	neg	1.35	23.57	2007-07-25 11:42:23
48.00	84.00	high	19	neg	1.01	24.58	2007-07-25 11:42:23
48.00	84.00	high	20	neg	1.01	25.59	2007-07-25 11:42:23
48.00	84.00	high	21	neg	1.01	26.60	2007-07-25 11:42:23
48.00	84.00	high	22	neg	0.67	27.27	2007-07-25 11:42:23
48.00	84.00	high	23	neg	0.67	27.95	2007-07-25 11:42:23
48.00	84.00	high	24	neg	2.02	29.97	2007-07-25 11:42:23
48.00	84.00	high	25	neg	1.01	30.98	2007-07-25 11:42:23
48.00	84.00	high	26	neg	1.01	31.99	2007-07-25 11:42:23
48.00	84.00	high	27	neg	0.67	32.66	2007-07-25 11:42:23
48.00	84.00	high	28	neg	1.01	33.67	2007-07-25 11:42:23
48.00	84.00	high	29	neg	0.67	34.34	2007-07-25 11:42:23
48.00	84.00	high	30	neg	1.01	35.35	2007-07-25 11:42:23
48.00	84.00	high	31	neg	1.01	36.36	2007-07-25 11:42:23
48.00	84.00	high	32	neg	1.68	38.05	2007-07-25 11:42:23
48.00	84.00	high	33	neg	1.68	39.73	2007-07-25 11:42:23
48.00	84.00	high	34	neg	1.35	41.08	2007-07-25 11:42:23
48.00	84.00	high	35	neg	1.35	42.42	2007-07-25 11:42:23
48.00	84.00	high	36	neg	1.01	43.43	2007-07-25 11:42:23
48.00	84.00	high	37	neg	0.67	44.11	2007-07-25 11:42:23
48.00	84.00	high	38	neg	2.36	46.46	2007-07-25 11:42:23
48.00	84.00	high	39	neg	1.68	48.15	2007-07-25 11:42:23
48.00	84.00	high	40	neg	3.37	51.52	2007-07-25 11:42:23
48.00	84.00	high	41	neg	2.02	53.54	2007-07-25 11:42:23
48.00	84.00	high	42	neg	1.68	55.22	2007-07-25 11:42:23
48.00	84.00	high	43	neg	1.01	56.23	2007-07-25 11:42:23
48.00	84.00	high	44	neg	2.36	58.59	2007-07-25 11:42:23
48.00	84.00	high	45	neg	2.02	60.61	2007-07-25 11:42:23
48.00	84.00	high	46	neg	3.37	63.97	2007-07-25 11:42:23
48.00	84.00	high	47	neg	3.03	67.00	2007-07-25 11:42:23
48.00	84.00	high	48	neg	2.69	69.70	2007-07-25 11:42:23
48.00	84.00	high	49	neg	2.69	72.39	2007-07-25 11:42:23
48.00	84.00	high	50	neg	3.03	75.42	2007-07-25 11:42:23
48.00	84.00	high	51	neg	3.70	79.12	2007-07-25 11:42:23
48.00	84.00	high	52	neg	4.71	83.84	2007-07-25 11:42:23
48.00	84.00	high	53	neg	16.16	100.00	2007-07-25 11:42:23
48.00	84.00	high	1	pos	3.27	3.27	2007-07-25 11:42:23
48.00	84.00	high	2	pos	1.02	4.29	2007-07-25 11:42:23
48.00	84.00	high	3	pos	1.84	6.12	2007-07-25 11:42:23
48.00	84.00	high	4	pos	0.82	6.94	2007-07-25 11:42:23
48.00	84.00	high	5	pos	0.20	7.14	2007-07-25 11:42:23
48.00	84.00	high	6	pos	1.63	8.78	2007-07-25 11:42:23
48.00	84.00	high	7	pos	1.02	9.80	2007-07-25 11:42:23
48.00	84.00	high	8	pos	1.02	10.82	2007-07-25 11:42:23
48.00	84.00	high	9	pos	1.02	11.84	2007-07-25 11:42:23
48.00	84.00	high	10	pos	1.02	12.86	2007-07-25 11:42:23
48.00	84.00	high	11	pos	1.02	13.88	2007-07-25 11:42:23
48.00	84.00	high	12	pos	1.22	15.10	2007-07-25 11:42:23
48.00	84.00	high	13	pos	1.02	16.12	2007-07-25 11:42:23
48.00	84.00	high	14	pos	1.43	17.55	2007-07-25 11:42:23
48.00	84.00	high	15	pos	1.43	18.98	2007-07-25 11:42:23
48.00	84.00	high	16	pos	1.43	20.41	2007-07-25 11:42:23
48.00	84.00	high	17	pos	0.41	20.82	2007-07-25 11:42:23
